u:\PHYS 402\Lab 4 (D2)\SemiPlane_simulation.txt

DIFF1 GRAPHING PROGRAM: Fresdiff1.prj 

Current Date: 	10-27-2020
Current Time: 	11:41:32
Total Number of Data Points: 	10000

 Semi-Infinite Plane Diffraction Data  
 Wavelength (nm):	632.8
 Source-Obstacle Distance (m):	0.215
 Obstacle-Screen Distance (m):	1.0

X Position (cm)/	Relative Intensity
      -2.4	  0.996154
   -2.3995	  0.995577
    -2.399	  0.995877
   -2.3985	  0.996989
    -2.398	  0.998686
   -2.3975	  1.000636
    -2.397	  1.002459
   -2.3965	  1.003806
    -2.396	  1.004426
   -2.3955	  1.004207
    -2.395	  1.003198
   -2.3945	  1.001594
    -2.394	  0.999699
   -2.3935	  0.997866
    -2.393	   0.99643
   -2.3925	  0.995649
    -2.392	  0.995659
   -2.3915	  0.996452
    -2.391	  0.997877
   -2.3905	  0.999677
     -2.39	  1.001529
   -2.3895	   1.00311
    -2.389	  1.004145
   -2.3885	  1.004461
    -2.388	  1.004011
   -2.3875	  1.002877
    -2.387	   1.00126
   -2.3865	  0.999435
    -2.386	  0.997711
   -2.3855	  0.996373
    -2.385	  0.995639
   -2.3845	  0.995623
    -2.384	   0.99632
   -2.3835	  0.997612
    -2.383	  0.999285
   -2.3825	  1.001068
    -2.382	  1.002677
   -2.3815	  1.003861
    -2.381	  1.004439
   -2.3805	  1.004326
     -2.38	  1.003549
   -2.3795	  1.002231
    -2.379	  1.000578
   -2.3785	  0.998844
    -2.378	  0.997289
   -2.3775	  0.996143
    -2.377	  0.995571
   -2.3765	  0.995651
    -2.376	  0.996365
   -2.3755	  0.997603
    -2.375	  0.999181
   -2.3745	  1.000873
    -2.374	  1.002436
   -2.3735	  1.003653
    -2.373	  1.004358
   -2.3725	  1.004458
    -2.372	  1.003947
   -2.3715	    1.0029
    -2.371	  1.001464
   -2.3705	  0.999838
     -2.37	  0.998238
   -2.3695	  0.996878
    -2.369	  0.995932
   -2.3685	  0.995521
    -2.368	   0.99569
   -2.3675	  0.996412
    -2.367	  0.997589
   -2.3665	  0.999068
    -2.366	  1.000659
   -2.3655	  1.002163
    -2.365	  1.003396
   -2.3645	   1.00421
    -2.364	   1.00451
   -2.3635	  1.004267
    -2.363	  1.003515
   -2.3625	  1.002349
    -2.362	  1.000912
   -2.3615	  0.999374
    -2.361	  0.997914
   -2.3605	    0.9967
     -2.36	  0.995866
   -2.3595	  0.995503
    -2.359	  0.995645
   -2.3585	  0.996271
    -2.358	  0.997306
   -2.3575	  0.998632
    -2.357	  1.000102
   -2.3565	  1.001557
    -2.356	   1.00284
   -2.3555	   1.00382
    -2.355	  1.004396
   -2.3545	  1.004514
    -2.354	  1.004168
   -2.3535	  1.003398
    -2.353	  1.002288
   -2.3525	  1.000953
    -2.352	  0.999529
   -2.3515	  0.998158
    -2.351	  0.996972
   -2.3505	  0.996084
     -2.35	  0.995577
   -2.3495	  0.995492
    -2.349	  0.995833
   -2.3485	  0.996562
    -2.348	  0.997607
   -2.3475	  0.998867
    -2.347	  1.000226
   -2.3465	  1.001559
    -2.346	  1.002749
   -2.3455	  1.003691
    -2.345	  1.004306
   -2.3445	  1.004546
    -2.344	  1.004395
   -2.3435	  1.003871
    -2.343	  1.003023
   -2.3425	  1.001927
    -2.342	  1.000676
   -2.3415	  0.999377
    -2.341	  0.998133
   -2.3405	  0.997046
     -2.34	  0.996198
   -2.3395	  0.995654
    -2.339	  0.995452
   -2.3385	  0.995602
    -2.338	  0.996088
   -2.3375	  0.996868
    -2.337	  0.997879
   -2.3365	  0.999044
    -2.336	  1.000273
   -2.3355	  1.001478
    -2.335	  1.002571
   -2.3345	  1.003476
    -2.334	  1.004133
   -2.3335	  1.004499
    -2.333	  1.004554
   -2.3325	  1.004298
    -2.332	  1.003754
   -2.3315	  1.002962
    -2.331	  1.001979
   -2.3305	  1.000872
     -2.33	  0.999714
   -2.3295	  0.998581
    -2.329	  0.997543
   -2.3285	  0.996664
    -2.328	  0.995997
   -2.3275	  0.995578
    -2.327	  0.995428
   -2.3265	  0.995553
    -2.326	   0.99594
   -2.3255	  0.996563
    -2.325	  0.997381
   -2.3245	  0.998344
    -2.324	  0.999396
   -2.3235	  1.000476
    -2.323	  1.001525
   -2.3225	  1.002485
    -2.322	  1.003306
   -2.3215	  1.003948
    -2.321	  1.004379
   -2.3205	  1.004581
     -2.32	  1.004547
   -2.3195	  1.004284
    -2.319	  1.003808
   -2.3185	  1.003148
    -2.318	  1.002338
   -2.3175	   1.00142
    -2.317	  1.000441
   -2.3165	  0.999447
    -2.316	  0.998485
   -2.3155	  0.997598
    -2.315	  0.996825
   -2.3145	  0.996198
    -2.314	  0.995743
   -2.3135	  0.995475
    -2.313	  0.995402
   -2.3125	  0.995524
    -2.312	  0.995832
   -2.3115	  0.996309
    -2.311	  0.996933
   -2.3105	  0.997675
     -2.31	  0.998505
   -2.3095	  0.999387
    -2.309	  1.000287
   -2.3085	   1.00117
    -2.308	  1.002005
   -2.3075	   1.00276
    -2.307	   1.00341
   -2.3065	  1.003935
    -2.306	  1.004319
   -2.3055	  1.004551
    -2.305	  1.004626
   -2.3045	  1.004547
    -2.304	  1.004317
   -2.3035	   1.00395
    -2.303	  1.003459
   -2.3025	  1.002862
    -2.302	  1.002182
   -2.3015	   1.00144
    -2.301	  1.000661
   -2.3005	  0.999868
      -2.3	  0.999085
   -2.2995	  0.998335
    -2.299	  0.997637
   -2.2985	  0.997011
    -2.298	  0.996471
   -2.2975	  0.996029
    -2.297	  0.995696
   -2.2965	  0.995477
    -2.296	  0.995374
   -2.2955	  0.995388
    -2.295	  0.995515
   -2.2945	  0.995748
    -2.294	  0.996081
   -2.2935	  0.996501
    -2.293	  0.996998
   -2.2925	  0.997557
    -2.292	  0.998165
   -2.2915	  0.998808
    -2.291	  0.999469
   -2.2905	  1.000136
     -2.29	  1.000794
   -2.2895	   1.00143
    -2.289	  1.002033
   -2.2885	   1.00259
    -2.288	  1.003094
   -2.2875	  1.003537
    -2.287	  1.003911
   -2.2865	  1.004213
    -2.286	  1.004439
   -2.2855	  1.004588
    -2.285	   1.00466
   -2.2845	  1.004656
    -2.284	  1.004578
   -2.2835	  1.004431
    -2.283	  1.004218
   -2.2825	  1.003946
    -2.282	   1.00362
   -2.2815	  1.003246
    -2.281	  1.002832
   -2.2805	  1.002385
     -2.28	  1.001912
   -2.2795	   1.00142
    -2.279	  1.000916
   -2.2785	  1.000407
    -2.278	    0.9999
   -2.2775	    0.9994
    -2.277	  0.998914
   -2.2765	  0.998445
    -2.276	     0.998
   -2.2755	  0.997581
    -2.275	  0.997192
   -2.2745	  0.996836
    -2.274	  0.996515
   -2.2735	  0.996231
    -2.273	  0.995985
   -2.2725	  0.995777
    -2.272	  0.995609
   -2.2715	  0.995479
    -2.271	  0.995387
   -2.2705	  0.995332
     -2.27	  0.995313
   -2.2695	  0.995328
    -2.269	  0.995376
   -2.2685	  0.995455
    -2.268	  0.995561
   -2.2675	  0.995694
    -2.267	  0.995851
   -2.2665	   0.99603
    -2.266	  0.996228
   -2.2655	  0.996443
    -2.265	  0.996673
   -2.2645	  0.996915
    -2.264	  0.997167
   -2.2635	  0.997428
    -2.263	  0.997695
   -2.2625	  0.997966
    -2.262	   0.99824
   -2.2615	  0.998515
    -2.261	  0.998789
   -2.2605	  0.999062
     -2.26	  0.999332
   -2.2595	  0.999597
    -2.259	  0.999857
   -2.2585	  1.000111
    -2.258	  1.000359
   -2.2575	  1.000599
    -2.257	  1.000831
   -2.2565	  1.001054
    -2.256	  1.001269
   -2.2555	  1.001475
    -2.255	  1.001671
   -2.2545	  1.001859
    -2.254	  1.002037
   -2.2535	  1.002206
    -2.253	  1.002366
   -2.2525	  1.002517
    -2.252	  1.002658
   -2.2515	  1.002792
    -2.251	  1.002916
   -2.2505	  1.003033
     -2.25	  1.003142
   -2.2495	  1.003243
    -2.249	  1.003336
   -2.2485	  1.003423
    -2.248	  1.003503
   -2.2475	  1.003576
    -2.247	  1.003644
   -2.2465	  1.003705
    -2.246	  1.003761
   -2.2455	  1.003812
    -2.245	  1.003858
   -2.2445	  1.003899
    -2.244	  1.003935
   -2.2435	  1.003967
    -2.243	  1.003995
   -2.2425	  1.004019
    -2.242	  1.004039
   -2.2415	  1.004056
    -2.241	  1.004068
   -2.2405	  1.004078
     -2.24	  1.004083
   -2.2395	  1.004086
    -2.239	  1.004085
   -2.2385	   1.00408
    -2.238	  1.004072
   -2.2375	  1.004061
    -2.237	  1.004045
   -2.2365	  1.004026
    -2.236	  1.004004
   -2.2355	  1.003977
    -2.235	  1.003946
   -2.2345	   1.00391
    -2.234	   1.00387
   -2.2335	  1.003825
    -2.233	  1.003775
   -2.2325	  1.003719
    -2.232	  1.003658
   -2.2315	  1.003591
    -2.231	  1.003518
   -2.2305	  1.003438
     -2.23	  1.003351
   -2.2295	  1.003256
    -2.229	  1.003155
   -2.2285	  1.003045
    -2.228	  1.002927
   -2.2275	  1.002801
    -2.227	  1.002667
   -2.2265	  1.002523
    -2.226	   1.00237
   -2.2255	  1.002208
    -2.225	  1.002036
   -2.2245	  1.001855
    -2.224	  1.001664
   -2.2235	  1.001464
    -2.223	  1.001254
   -2.2225	  1.001035
    -2.222	  1.000807
   -2.2215	  1.000571
    -2.221	  1.000326
   -2.2205	  1.000073
     -2.22	  0.999814
   -2.2195	  0.999548
    -2.219	  0.999277
   -2.2185	  0.999001
    -2.218	  0.998722
   -2.2175	  0.998442
    -2.217	  0.998161
   -2.2165	   0.99788
    -2.216	  0.997603
   -2.2155	   0.99733
    -2.215	  0.997064
   -2.2145	  0.996806
    -2.214	  0.996558
   -2.2135	  0.996324
    -2.213	  0.996105
   -2.2125	  0.995903
    -2.212	  0.995722
   -2.2115	  0.995562
    -2.211	  0.995428
   -2.2105	  0.995321
     -2.21	  0.995243
   -2.2095	  0.995197
    -2.209	  0.995184
   -2.2085	  0.995207
    -2.208	  0.995268
   -2.2075	  0.995366
    -2.207	  0.995504
   -2.2065	  0.995682
    -2.206	    0.9959
   -2.2055	  0.996158
    -2.205	  0.996455
   -2.2045	   0.99679
    -2.204	  0.997162
   -2.2035	  0.997567
    -2.203	  0.998004
   -2.2025	  0.998467
    -2.202	  0.998954
   -2.2015	   0.99946
    -2.201	  0.999978
   -2.2005	  1.000504
      -2.2	  1.001031
   -2.1995	  1.001552
    -2.199	  1.002061
   -2.1985	  1.002549
    -2.198	  1.003009
   -2.1975	  1.003434
    -2.197	  1.003816
   -2.1965	  1.004149
    -2.196	  1.004425
   -2.1955	  1.004638
    -2.195	  1.004782
   -2.1945	  1.004853
    -2.194	  1.004847
   -2.1935	  1.004762
    -2.193	  1.004596
   -2.1925	   1.00435
    -2.192	  1.004025
   -2.1915	  1.003624
    -2.191	  1.003153
   -2.1905	  1.002619
     -2.19	  1.002029
   -2.1895	  1.001394
    -2.189	  1.000725
   -2.1885	  1.000034
    -2.188	  0.999336
   -2.1875	  0.998644
    -2.187	  0.997975
   -2.1865	  0.997343
    -2.186	  0.996765
   -2.1855	  0.996254
    -2.185	  0.995824
