u:\PHYS 402\Lab 4 (D2)\Wirerun6_04mmwidth_27mmgauge_current.txt

DAQ PROGRAM: DIFFN4.prj 

Current Date: 
10-27-2020
Current Time: 
11:17:09
Total Number of Data Points:     
501
Number of Samples per Point:    
30000
Stepper Motor Step Size (Cycles):
10
Stepper Motor Step Size (Steps): 
400
Stepper Motor Step Size (cm):    
0.01
 Start Date:  10-27-2020
 Start Time:  11:03:23

Xpos 	Iobs 	Vobs 	Robs 
        2.17975	      14.319201	      -0.028638	      -0.030454
        2.18975	      14.518378	      -0.029037	      -0.030853
        2.19975	      14.553639	      -0.029107	      -0.030923
       2.209725	      14.490033	       -0.02898	      -0.030796
        2.21975	       14.80853	      -0.029617	      -0.031433
        2.22975	      15.418219	      -0.030836	      -0.032652
        2.23975	      16.520764	      -0.033042	      -0.034858
        2.24975	       17.90984	       -0.03582	      -0.037636
       2.259725	      19.373445	      -0.038747	      -0.040563
        2.26975	      20.373008	      -0.040746	      -0.042562
        2.27975	      20.600891	      -0.041202	      -0.043018
        2.28975	      19.715904	      -0.039432	      -0.041248
       2.299725	      17.629427	      -0.035259	      -0.037075
       2.309725	      14.938223	      -0.029876	      -0.031692
        2.31975	      12.054361	      -0.024109	      -0.025925
        2.32975	       9.843684	      -0.019687	      -0.021503
        2.33975	       8.710319	      -0.017421	      -0.019237
       2.349725	       9.025841	      -0.018052	      -0.019868
        2.35975	      10.385325	      -0.020771	      -0.022587
        2.36975	      12.066964	      -0.024134	       -0.02595
        2.37975	      13.541637	      -0.027083	      -0.028899
        2.38975	      14.151918	      -0.028304	       -0.03012
       2.399725	      14.207067	      -0.028414	       -0.03023
       2.409725	      13.985878	      -0.027972	      -0.029788
        2.41975	      14.059803	       -0.02812	      -0.029936
        2.42975	      14.409897	       -0.02882	      -0.030636
        2.43975	      14.856093	      -0.029712	      -0.031528
       2.449725	      14.567781	      -0.029136	      -0.030952
       2.459725	      13.524784	       -0.02705	      -0.028866
        2.46975	      12.073421	      -0.024147	      -0.025963
        2.47975	       11.01402	      -0.022028	      -0.023844
        2.48975	      10.989301	      -0.021979	      -0.023795
        2.49975	      11.831621	      -0.023663	      -0.025479
       2.509725	      12.580687	      -0.025161	      -0.026977
        2.51975	       12.16524	       -0.02433	      -0.026147
        2.52975	      10.699565	      -0.021399	      -0.023215
        2.53975	       9.129841	       -0.01826	      -0.020076
       2.549725	       9.132355	      -0.018265	      -0.020081
       2.559725	      10.911925	      -0.021824	       -0.02364
        2.56975	      13.460532	      -0.026921	      -0.028737
        2.57975	      15.100297	      -0.030201	      -0.032017
       2.589725	      14.706518	      -0.029413	      -0.031229
       2.599725	      13.039886	       -0.02608	      -0.027896
       2.609725	      11.650382	      -0.023301	      -0.025117
        2.61975	      11.132315	      -0.022265	      -0.024081
        2.62975	      11.032368	      -0.022065	      -0.023881
        2.63975	      10.598298	      -0.021197	      -0.023013
       2.649725	       9.851943	      -0.019704	       -0.02152
       2.659725	       9.438829	      -0.018878	      -0.020694
        2.66975	       9.397597	      -0.018795	      -0.020611
        2.67975	       9.206614	      -0.018413	      -0.020229
        2.68975	       8.625593	      -0.017251	      -0.019067
        2.69975	       8.773717	      -0.017547	      -0.019363
       2.709725	      10.293342	      -0.020587	      -0.022403
        2.71975	      12.036604	      -0.024073	      -0.025889
        2.72975	      12.260471	      -0.024521	      -0.026337
        2.73975	      10.790787	      -0.021582	      -0.023398
       2.749725	       9.629949	       -0.01926	      -0.021076
       2.759725	      10.328291	      -0.020657	      -0.022473
       2.769725	      11.412499	      -0.022825	      -0.024641
        2.77975	      10.640204	       -0.02128	      -0.023096
        2.78975	       8.497553	      -0.016995	      -0.018811
        2.79975	       7.249289	      -0.014499	      -0.016315
       2.809725	       7.654784	       -0.01531	      -0.017126
        2.81975	       8.170825	      -0.016342	      -0.018158
        2.82975	       7.746121	      -0.015492	      -0.017308
        2.83975	       7.370224	       -0.01474	      -0.016556
       2.849725	        7.72189	      -0.015444	       -0.01726
       2.859725	       8.391412	      -0.016783	      -0.018599
        2.86975	        8.84584	      -0.017692	      -0.019508
        2.87975	       9.320851	      -0.018642	      -0.020458
        2.88975	       9.495666	      -0.018991	      -0.020807
       2.899725	       8.746145	      -0.017492	      -0.019308
       2.909725	       8.219709	      -0.016439	      -0.018255
        2.91975	       8.674224	      -0.017348	      -0.019164
        2.92975	       8.484638	      -0.016969	      -0.018785
        2.93975	       6.936171	      -0.013872	      -0.015688
